timestamp,cadence,power,SmO2,Duration (sec),SmO2_accel,SmO2_jerk,M_bal
1900-01-01 07:39:52,51,28,79,587.0,-1.0,0.0,0.0
1900-01-01 07:39:53,51,24,80,588.0,1.0,2.0,0.14854695087176825
1900-01-01 07:39:54,51,22,80,589.0,0.0,-1.0,0.0
1900-01-01 07:39:55,50,25,81,590.0,1.0,1.0,0.14854695087176825
1900-01-01 07:39:56,50,26,80,591.0,-1.0,-2.0,0.0
1900-01-01 07:39:57,49,25,79,592.0,-1.0,0.0,0.0
1900-01-01 07:39:58,49,25,79,593.0,0.0,1.0,0.0
1900-01-01 07:39:59,49,24,80,594.0,1.0,1.0,0.14854695087176825
1900-01-01 07:40:00,49,25,81,595.0,1.0,0.0,0.2965995695852759
1900-01-01 07:40:01,48,23,80,596.0,-1.0,-2.0,0.0
1900-01-01 07:40:02,47,27,80,597.0,0.0,1.0,0.0
1900-01-01 07:40:03,49,31,80,598.0,0.0,0.0,0.0
1900-01-01 07:40:04,50,33,79,599.0,-1.0,-1.0,0.0
1900-01-01 07:40:05,51,31,80,600.0,1.0,2.0,0.14854695087176825
1900-01-01 07:40:06,51,30,80,601.0,0.0,-1.0,0.0
1900-01-01 07:40:07,49,29,80,602.0,0.0,0.0,0.0
1900-01-01 07:40:08,50,30,81,603.0,1.0,1.0,0.14854695087176825
1900-01-01 07:40:09,51,31,81,604.0,0.0,-1.0,0.0
1900-01-01 07:40:10,51,34,81,605.0,0.0,0.0,0.0
1900-01-01 07:40:11,52,32,81,606.0,0.0,0.0,0.0
1900-01-01 07:40:12,51,29,81,607.0,0.0,0.0,0.0
1900-01-01 07:40:13,51,25,82,608.0,1.0,1.0,0.14854695087176825
1900-01-01 07:40:14,51,26,82,609.0,0.0,-1.0,0.0
1900-01-01 07:40:15,51,26,82,610.0,0.0,0.0,0.0
1900-01-01 07:40:16,52,28,81,611.0,-1.0,-1.0,0.0
1900-01-01 07:40:17,50,27,81,612.0,0.0,1.0,0.0
1900-01-01 07:40:18,50,26,81,613.0,0.0,0.0,0.0
1900-01-01 07:40:19,51,30,81,614.0,0.0,0.0,0.0
1900-01-01 07:40:20,52,34,81,615.0,0.0,0.0,0.0
1900-01-01 07:40:21,53,36,81,616.0,0.0,0.0,0.0
1900-01-01 07:40:22,54,32,82,617.0,1.0,1.0,0.14854695087176825
1900-01-01 07:40:23,54,31,82,618.0,0.0,-1.0,0.0
1900-01-01 07:40:24,54,30,82,619.0,0.0,0.0,0.0
1900-01-01 07:40:25,54,30,83,620.0,1.0,1.0,0.14854695087176825
1900-01-01 07:40:26,54,28,83,621.0,0.0,-1.0,0.0
1900-01-01 07:40:27,53,29,83,622.0,0.0,0.0,0.0
1900-01-01 07:40:28,52,28,82,623.0,-1.0,-1.0,0.0
1900-01-01 07:40:29,53,32,82,624.0,0.0,1.0,0.0
1900-01-01 07:40:30,54,32,83,625.0,1.0,1.0,0.14854695087176825
1900-01-01 07:40:31,55,36,83,626.0,0.0,-1.0,0.0
1900-01-01 07:40:32,55,37,83,627.0,0.0,0.0,0.0
1900-01-01 07:40:33,54,32,83,628.0,0.0,0.0,0.0
1900-01-01 07:40:34,54,28,82,629.0,-1.0,-1.0,0.0
1900-01-01 07:40:35,54,25,82,630.0,0.0,1.0,0.0
1900-01-01 07:40:36,53,27,82,631.0,0.0,0.0,0.0
1900-01-01 07:40:37,53,27,81,632.0,-1.0,-1.0,0.0
1900-01-01 07:40:38,53,29,81,633.0,0.0,1.0,0.0
1900-01-01 07:40:39,53,28,82,634.0,1.0,1.0,0.14854695087176825
1900-01-01 07:40:40,53,29,81,635.0,-1.0,-2.0,0.0
1900-01-01 07:40:41,53,29,82,636.0,1.0,2.0,0.14854695087176825
1900-01-01 07:40:42,53,31,82,637.0,0.0,-1.0,0.0
1900-01-01 07:40:43,52,33,81,638.0,-1.0,-1.0,0.0
1900-01-01 07:40:44,53,35,82,639.0,1.0,2.0,0.14854695087176825
1900-01-01 07:40:45,54,33,81,640.0,-1.0,-2.0,0.0
1900-01-01 07:40:46,54,33,81,641.0,0.0,1.0,0.0
1900-01-01 07:40:47,54,32,80,642.0,-1.0,-1.0,0.0
1900-01-01 07:40:48,53,29,80,643.0,0.0,1.0,0.0
1900-01-01 07:40:49,53,29,80,644.0,0.0,0.0,0.0
1900-01-01 07:40:50,53,29,81,645.0,1.0,1.0,0.14854695087176825
1900-01-01 07:40:51,54,30,81,646.0,0.0,-1.0,0.0
1900-01-01 07:40:52,54,30,81,647.0,0.0,0.0,0.0
1900-01-01 07:40:53,53,30,81,648.0,0.0,0.0,0.0
1900-01-01 07:40:54,54,29,80,649.0,-1.0,-1.0,0.0
1900-01-01 07:40:55,54,29,80,650.0,0.0,1.0,0.0
1900-01-01 07:40:56,53,28,80,651.0,0.0,0.0,0.0
1900-01-01 07:40:57,53,29,79,652.0,-1.0,-1.0,0.0
1900-01-01 07:40:58,52,28,80,653.0,1.0,2.0,0.14854695087176825
1900-01-01 07:40:59,53,28,80,654.0,0.0,-1.0,0.0
1900-01-01 07:41:00,54,28,81,655.0,1.0,1.0,0.14854695087176825
1900-01-01 07:41:01,54,32,81,656.0,0.0,-1.0,0.0
1900-01-01 07:41:02,54,27,81,657.0,0.0,0.0,0.0
1900-01-01 07:41:03,54,22,80,658.0,-1.0,-1.0,0.0
1900-01-01 07:41:04,54,19,80,659.0,0.0,1.0,0.0
1900-01-01 07:41:05,53,25,79,660.0,-1.0,-1.0,0.0
1900-01-01 07:41:06,52,28,79,661.0,0.0,1.0,0.0
1900-01-01 07:41:07,54,31,79,662.0,0.0,0.0,0.0
1900-01-01 07:41:08,54,33,80,663.0,1.0,1.0,0.14854695087176825
1900-01-01 07:41:09,54,32,81,664.0,1.0,0.0,0.2965995695852759
1900-01-01 07:41:10,53,33,82,665.0,1.0,0.0,0.44415950117114295
1900-01-01 07:41:11,53,35,82,666.0,0.0,-1.0,0.0
1900-01-01 07:41:12,54,36,82,667.0,0.0,0.0,0.0
1900-01-01 07:41:13,55,34,83,668.0,1.0,1.0,0.14854695087176825
1900-01-01 07:41:14,55,33,81,669.0,-2.0,-3.0,0.0
1900-01-01 07:41:15,57,72,81,670.0,0.0,2.0,0.0
1900-01-01 07:41:16,60,177,82,671.0,1.0,1.0,0.14854695087176825
1900-01-01 07:41:17,75,373,80,672.0,-2.0,-3.0,0.0
1900-01-01 07:41:18,97,472,75,673.0,-5.0,-3.0,0.0
1900-01-01 07:41:19,112,364,69,674.0,-6.0,-1.0,0.0
1900-01-01 07:41:20,102,334,57,675.0,-12.0,-6.0,0.0
1900-01-01 07:41:21,104,588,45,676.0,-12.0,0.0,0.0
1900-01-01 07:41:22,114,514,34,677.0,-11.0,1.0,0.0
1900-01-01 07:41:23,122,462,26,678.0,-8.0,3.0,0.0
1900-01-01 07:41:24,121,515,18,679.0,-8.0,0.0,0.0
1900-01-01 07:41:25,116,525,13,680.0,-5.0,3.0,0.0
1900-01-01 07:41:26,120,477,11,681.0,-2.0,3.0,0.0
1900-01-01 07:41:27,122,450,9,682.0,-2.0,0.0,0.0
1900-01-01 07:41:28,124,532,9,683.0,0.0,2.0,0.0
1900-01-01 07:41:29,118,504,8,684.0,-1.0,-1.0,0.0
1900-01-01 07:41:30,119,492,8,685.0,0.0,1.0,0.0
1900-01-01 07:41:31,121,464,8,686.0,0.0,0.0,0.0
1900-01-01 07:41:32,122,373,7,687.0,-1.0,-1.0,0.0
1900-01-01 07:41:33,122,560,7,688.0,0.0,1.0,0.0
1900-01-01 07:41:34,114,525,8,689.0,1.0,1.0,0.14854695087176825
1900-01-01 07:41:35,115,485,8,690.0,0.0,-1.0,0.0
1900-01-01 07:41:36,116,479,8,691.0,0.0,0.0,0.0
1900-01-01 07:41:37,116,459,7,692.0,-1.0,-1.0,0.0
1900-01-01 07:41:38,116,439,7,693.0,0.0,1.0,0.0
1900-01-01 07:41:39,116,423,6,694.0,-1.0,-1.0,0.0
1900-01-01 07:41:40,114,399,7,695.0,1.0,2.0,0.14854695087176825
1900-01-01 07:41:41,115,407,8,696.0,1.0,0.0,0.2965995695852759
1900-01-01 07:41:42,114,347,7,697.0,-1.0,-2.0,0.0
1900-01-01 07:41:43,113,366,6,698.0,-1.0,0.0,0.0
1900-01-01 07:41:44,112,337,7,699.0,1.0,2.0,0.14854695087176825
1900-01-01 07:41:45,110,361,8,700.0,1.0,0.0,0.2965995695852759
1900-01-01 07:41:46,110,293,8,701.0,0.0,-1.0,0.0
1900-01-01 07:41:47,109,320,8,702.0,0.0,0.0,0.0
1900-01-01 07:41:48,107,251,8,703.0,0.0,0.0,0.0
1900-01-01 07:41:49,116,368,7,704.0,-1.0,-1.0,0.0
1900-01-01 07:41:50,117,264,7,705.0,0.0,1.0,0.0
1900-01-01 07:41:51,116,365,7,706.0,0.0,0.0,0.0
1900-01-01 07:41:52,116,354,6,707.0,-1.0,-1.0,0.0
1900-01-01 07:41:53,116,311,6,708.0,0.0,1.0,0.0
1900-01-01 07:41:54,116,319,6,709.0,0.0,0.0,0.0
1900-01-01 07:41:55,116,318,8,710.0,2.0,2.0,0.14854695087176825
1900-01-01 07:41:56,114,317,8,711.0,0.0,-2.0,0.0
1900-01-01 07:41:57,115,310,8,712.0,0.0,0.0,0.0
1900-01-01 07:41:58,115,290,6,713.0,-2.0,-2.0,0.0
1900-01-01 07:41:59,114,347,6,714.0,0.0,2.0,0.0
1900-01-01 07:42:00,114,314,6,715.0,0.0,0.0,0.0
1900-01-01 07:42:01,112,303,8,716.0,2.0,2.0,0.14854695087176825
1900-01-01 07:42:02,113,285,8,717.0,0.0,-2.0,0.0
1900-01-01 07:42:03,106,293,9,718.0,1.0,1.0,0.14854695087176825
1900-01-01 07:42:04,106,269,8,719.0,-1.0,-2.0,0.0
1900-01-01 07:42:05,105,267,8,720.0,0.0,1.0,0.0
1900-01-01 07:42:06,104,256,9,721.0,1.0,1.0,0.14854695087176825
1900-01-01 07:42:07,103,246,9,722.0,0.0,-1.0,0.0
1900-01-01 07:42:08,103,246,7,723.0,-2.0,-2.0,0.0
1900-01-01 07:42:09,101,253,8,724.0,1.0,3.0,0.14854695087176825
1900-01-01 07:42:10,101,264,8,725.0,0.0,-1.0,0.0
1900-01-01 07:42:11,101,249,8,726.0,0.0,0.0,0.0
1900-01-01 07:42:12,101,262,9,727.0,1.0,1.0,0.14854695087176825
1900-01-01 07:42:13,100,257,9,728.0,0.0,-1.0,0.0
1900-01-01 07:42:14,99,248,9,729.0,0.0,0.0,0.0
1900-01-01 07:42:15,100,245,8,730.0,-1.0,-1.0,0.0
1900-01-01 07:42:16,99,259,10,731.0,2.0,3.0,0.14854695087176825
1900-01-01 07:42:17,99,263,9,732.0,-1.0,-3.0,0.0
1900-01-01 07:42:18,99,263,9,733.0,0.0,1.0,0.0
1900-01-01 07:42:19,99,291,10,734.0,1.0,1.0,0.14854695087176825
1900-01-01 07:42:20,100,259,10,735.0,0.0,-1.0,0.0
1900-01-01 07:42:21,100,258,9,736.0,-1.0,-1.0,0.0
1900-01-01 07:42:22,99,245,10,737.0,1.0,2.0,0.14854695087176825
1900-01-01 07:42:23,99,231,11,738.0,1.0,0.0,0.2965995695852759
1900-01-01 07:42:24,97,211,10,739.0,-1.0,-2.0,0.0
1900-01-01 07:42:25,97,265,10,740.0,0.0,1.0,0.0
1900-01-01 07:42:26,98,264,10,741.0,0.0,0.0,0.0
1900-01-01 07:42:27,98,292,10,742.0,0.0,0.0,0.0
1900-01-01 07:42:28,98,256,11,743.0,1.0,1.0,0.14854695087176825
1900-01-01 07:42:29,97,272,12,744.0,1.0,0.0,0.2965995695852759
1900-01-01 07:42:30,98,247,11,745.0,-1.0,-2.0,0.0
1900-01-01 07:42:31,98,238,11,746.0,0.0,1.0,0.0
1900-01-01 07:42:32,97,251,12,747.0,1.0,1.0,0.14854695087176825
1900-01-01 07:42:33,98,259,11,748.0,-1.0,-2.0,0.0
1900-01-01 07:42:34,96,248,13,749.0,2.0,3.0,0.14854695087176825
1900-01-01 07:42:35,97,266,11,750.0,-2.0,-4.0,0.0
1900-01-01 07:42:36,97,261,12,751.0,1.0,3.0,0.14854695087176825
1900-01-01 07:42:37,97,257,12,752.0,0.0,-1.0,0.0
1900-01-01 07:42:38,98,267,11,753.0,-1.0,-1.0,0.0
1900-01-01 07:42:39,97,273,10,754.0,-1.0,0.0,0.0
1900-01-01 07:42:40,98,259,12,755.0,2.0,3.0,0.14854695087176825
1900-01-01 07:42:41,98,258,11,756.0,-1.0,-3.0,0.0
1900-01-01 07:42:42,98,257,12,757.0,1.0,2.0,0.14854695087176825
1900-01-01 07:42:43,98,246,12,758.0,0.0,-1.0,0.0
1900-01-01 07:42:44,98,268,13,759.0,1.0,1.0,0.14854695087176825
1900-01-01 07:42:45,97,284,12,760.0,-1.0,-2.0,0.0
1900-01-01 07:42:46,98,262,15,761.0,3.0,4.0,0.14854695087176825
1900-01-01 07:42:47,99,247,13,762.0,-2.0,-5.0,0.0
1900-01-01 07:42:48,98,252,14,763.0,1.0,3.0,0.14854695087176825
1900-01-01 07:42:49,98,250,15,764.0,1.0,0.0,0.2965995695852759
1900-01-01 07:42:50,96,247,12,765.0,-3.0,-4.0,0.0
1900-01-01 07:42:51,97,230,13,766.0,1.0,4.0,0.14854695087176825
1900-01-01 07:42:52,96,232,15,767.0,2.0,1.0,0.2965995695852759
1900-01-01 07:42:53,96,209,12,768.0,-3.0,-5.0,0.0
1900-01-01 07:42:54,95,200,16,769.0,4.0,7.0,0.14854695087176825
1900-01-01 07:42:55,93,195,11,770.0,-5.0,-9.0,0.0
1900-01-01 07:42:56,93,227,13,771.0,2.0,7.0,0.14854695087176825
1900-01-01 07:42:57,93,209,12,772.0,-1.0,-3.0,0.0
1900-01-01 07:42:58,92,235,12,773.0,0.0,1.0,0.0
1900-01-01 07:42:59,92,217,15,774.0,3.0,3.0,0.14854695087176825
1900-01-01 07:43:00,91,214,14,775.0,-1.0,-4.0,0.0
1900-01-01 07:43:01,92,222,15,776.0,1.0,2.0,0.14854695087176825
1900-01-01 07:43:02,92,200,12,777.0,-3.0,-4.0,0.0
1900-01-01 07:43:03,92,206,16,778.0,4.0,7.0,0.14854695087176825
1900-01-01 07:43:04,91,211,13,779.0,-3.0,-7.0,0.0
1900-01-01 07:43:05,90,212,16,780.0,3.0,6.0,0.14854695087176825
1900-01-01 07:43:06,91,195,12,781.0,-4.0,-7.0,0.0
1900-01-01 07:43:07,91,206,15,782.0,3.0,7.0,0.14854695087176825
1900-01-01 07:43:08,91,217,13,783.0,-2.0,-5.0,0.0
1900-01-01 07:43:09,91,239,15,784.0,2.0,4.0,0.14854695087176825
1900-01-01 07:43:10,90,206,15,785.0,0.0,-2.0,0.0
1900-01-01 07:43:11,91,212,13,786.0,-2.0,-2.0,0.0
1900-01-01 07:43:12,91,209,16,787.0,3.0,5.0,0.14854695087176825
1900-01-01 07:43:13,90,206,15,788.0,-1.0,-4.0,0.0
1900-01-01 07:43:14,90,200,16,789.0,1.0,2.0,0.14854695087176825
1900-01-01 07:43:15,89,198,16,790.0,0.0,-1.0,0.0
1900-01-01 07:43:16,89,218,16,791.0,0.0,0.0,0.0
1900-01-01 07:43:17,90,196,13,792.0,-3.0,-3.0,0.0
1900-01-01 07:43:18,89,210,17,793.0,4.0,7.0,0.14854695087176825
1900-01-01 07:43:19,90,245,15,794.0,-2.0,-6.0,0.0
1900-01-01 07:43:20,89,216,18,795.0,3.0,5.0,0.14854695087176825
1900-01-01 07:43:21,91,209,13,796.0,-5.0,-8.0,0.0
1900-01-01 07:43:22,90,209,17,797.0,4.0,9.0,0.14854695087176825
1900-01-01 07:43:23,90,218,15,798.0,-2.0,-6.0,0.0
1900-01-01 07:43:24,91,209,16,799.0,1.0,3.0,0.14854695087176825
1900-01-01 07:43:25,90,198,14,800.0,-2.0,-3.0,0.0
1900-01-01 07:43:26,91,219,14,801.0,0.0,2.0,0.0
1900-01-01 07:43:27,91,237,16,802.0,2.0,2.0,0.14854695087176825
1900-01-01 07:43:28,91,216,16,803.0,0.0,-2.0,0.0
1900-01-01 07:43:29,91,226,18,804.0,2.0,2.0,0.14854695087176825
1900-01-01 07:43:30,90,196,15,805.0,-3.0,-5.0,0.0
1900-01-01 07:43:31,91,214,17,806.0,2.0,5.0,0.14854695087176825
1900-01-01 07:43:32,91,215,13,807.0,-4.0,-6.0,0.0
1900-01-01 07:43:33,91,218,16,808.0,3.0,7.0,0.14854695087176825
1900-01-01 07:43:34,92,217,13,809.0,-3.0,-6.0,0.0
1900-01-01 07:43:35,91,234,14,810.0,1.0,4.0,0.14854695087176825
1900-01-01 07:43:36,92,233,16,811.0,2.0,1.0,0.2965995695852759
1900-01-01 07:43:37,92,253,15,812.0,-1.0,-3.0,0.0
1900-01-01 07:43:38,93,245,16,813.0,1.0,2.0,0.14854695087176825
1900-01-01 07:43:39,94,253,13,814.0,-3.0,-4.0,0.0
1900-01-01 07:43:40,93,216,17,815.0,4.0,7.0,0.14854695087176825
1900-01-01 07:43:41,93,237,17,816.0,0.0,-4.0,0.0
1900-01-01 07:43:42,93,225,16,817.0,-1.0,-1.0,0.0
1900-01-01 07:43:43,93,222,19,818.0,3.0,4.0,0.14854695087176825
1900-01-01 07:43:44,93,229,14,819.0,-5.0,-8.0,0.0
1900-01-01 07:43:45,92,239,18,820.0,4.0,9.0,0.14854695087176825
1900-01-01 07:43:46,93,241,17,821.0,-1.0,-5.0,0.0
1900-01-01 07:43:47,93,232,16,822.0,-1.0,0.0,0.0
1900-01-01 07:43:48,94,217,18,823.0,2.0,3.0,0.14854695087176825
1900-01-01 07:43:49,94,244,16,824.0,-2.0,-4.0,0.0
1900-01-01 07:43:50,93,239,17,825.0,1.0,3.0,0.14854695087176825
1900-01-01 07:43:51,94,220,16,826.0,-1.0,-2.0,0.0
1900-01-01 07:43:52,94,211,17,827.0,1.0,2.0,0.14854695087176825
1900-01-01 07:43:53,94,219,19,828.0,2.0,1.0,0.2965995695852759
1900-01-01 07:43:54,94,217,14,829.0,-5.0,-7.0,0.0
1900-01-01 07:43:55,92,224,16,830.0,2.0,7.0,0.14854695087176825
1900-01-01 07:43:56,94,258,14,831.0,-2.0,-4.0,0.0
1900-01-01 07:43:57,94,245,14,832.0,0.0,2.0,0.0
1900-01-01 07:43:58,95,237,16,833.0,2.0,2.0,0.14854695087176825
1900-01-01 07:43:59,95,278,13,834.0,-3.0,-5.0,0.0
1900-01-01 07:44:00,95,255,14,835.0,1.0,4.0,0.14854695087176825
1900-01-01 07:44:01,97,261,16,836.0,2.0,1.0,0.2965995695852759
1900-01-01 07:44:02,97,235,13,837.0,-3.0,-5.0,0.0
1900-01-01 07:44:03,97,247,16,838.0,3.0,6.0,0.14854695087176825
1900-01-01 07:44:04,97,245,16,839.0,0.0,-3.0,0.0
1900-01-01 07:44:05,96,245,16,840.0,0.0,0.0,0.0
1900-01-01 07:44:06,96,225,18,841.0,2.0,2.0,0.14854695087176825
1900-01-01 07:44:07,96,237,14,842.0,-4.0,-6.0,0.0
1900-01-01 07:44:08,95,245,16,843.0,2.0,6.0,0.14854695087176825
1900-01-01 07:44:09,95,283,17,844.0,1.0,-1.0,0.2965995695852759
1900-01-01 07:44:10,95,257,13,845.0,-4.0,-5.0,0.0
1900-01-01 07:44:11,97,244,15,846.0,2.0,6.0,0.14854695087176825
1900-01-01 07:44:12,96,258,16,847.0,1.0,-1.0,0.2965995695852759
1900-01-01 07:44:13,96,246,18,848.0,2.0,1.0,0.44415950117114295
1900-01-01 07:44:14,96,253,19,849.0,1.0,-1.0,0.5912283851856829
1900-01-01 07:44:15,95,190,20,850.0,1.0,0.0,0.7378078557291201
1900-01-01 07:44:16,95,0,24,851.0,4.0,3.0,0.8838995414637464
